ID_Cliente,Regiao,Canal_Venda,Porte_Cliente,Segmento,Tempo_Relacionamento_meses,Recencia_dias,Frequencia_pedidos_ano,Ticket_Medio_R$,N_Categorias_Compradas,Faturamento_Anual_R$,Desconto_Medio_%,Satisfacao_NPS_1a10,Chamados_Suporte_ano,Atraso_Medio_Pagamento_dias,Comprou_Cutelaria,Comprou_Panelas,Comprou_Utilidades_Cozinha,Comprou_Ferramentas,Comprou_Eletroportateis,Comprou_Moveis,Comprou_Talheres,Comprou_Jardinagem,Churn,Desconto_Medio_%_ausente,Satisfacao_NPS_1a10_ausente,Faturamento_Anual_R$_original,Porte_Cliente_ord,Churn_bin,Regiao_Centro-Oeste,Regiao_Nordeste,Regiao_Norte,Regiao_Sudeste,Regiao_Sul,Canal_Venda_Atacado,Canal_Venda_Distribuidor,Canal_Venda_E-commerce,Canal_Venda_Marketplace,Canal_Venda_Varejo Físico,Segmento_Corporativo,Segmento_Doméstico,Segmento_Profissional/Food Service,Faturamento_por_Pedido,Total_Categorias_Compradas,Cliente_Insatisfeito,Tempo_Relacionamento_meses_z,Recencia_dias_z,Frequencia_pedidos_ano_z,Ticket_Medio_R$_z,N_Categorias_Compradas_z,Faturamento_Anual_R$_z,Desconto_Medio_%_z,Satisfacao_NPS_1a10_z,Chamados_Suporte_ano_z,Atraso_Medio_Pagamento_dias_z,Porte_Cliente_ord_z,Faturamento_por_Pedido_z,Total_Categorias_Compradas_z
TRM1102,Sul,Varejo Físico,Grande,Corporativo,23,116,36,1633.61,4,22650.383749999997,12.0,9.1,3,12,0,0,1,1,0,0,1,1,Não,0,0,74737.36,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,629.1773263888888,4,0,-0.6431131629708123,1.0368800663740791,2.4864557423082934,3.506014539387799,-0.252049346344191,2.014396163879741,0.7595265531748767,1.275250995340878,-0.2965493705025122,1.0240281641741564,1.819176107308391,0.4611439645557852,-0.252049346344191
TRM1103,Centro-Oeste,Varejo Físico,Pequeno,Doméstico,19,13,9,164.51,5,2048.33,17.8,6.5,4,0,1,1,1,0,0,0,1,1,Não,0,0,2048.33,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,227.5922222222222,5,0,-0.843064639649331,-1.3032217520565492,-0.36193187371719937,-0.8045039509555114,0.4377699173346484,-0.6720474077556662,2.1300734506114143,-0.6637271262300484,0.18235023403570624,-0.9396890283417427,-0.8682431421244592,-0.7414978833467644,0.4377699173346484
TRM1104,Nordeste,Distribuidor,Grande,Doméstico,11,21,20,941.65,4,22650.383749999997,18.2,6.4,3,8,1,0,1,0,0,1,1,0,Sim,0,0,23235.79,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1132.5191874999998,4,0,-1.2429675930063682,-1.1214662710133938,0.7985223402191124,1.475719546141623,-0.252049346344191,2.014396163879741,2.2245939262966927,-0.7383032078289299,-0.2965493705025122,0.36945576666885666,1.819176107308391,1.9685205571949032,-0.252049346344191
TRM1105,Nordeste,E-commerce,Pequeno,Doméstico,5,25,7,242.01,3,1891.79,5.1,9.6,2,6,1,0,0,0,0,1,1,0,Não,0,0,1891.79,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,270.2557142857143,3,0,-1.5428948080241462,-1.0305885304918159,-0.572923548978347,-0.5771095033334254,-0.9418686100230305,-0.6924597356627229,-0.8709516523961766,1.648131403335287,-0.7754489750407306,0.0421695679162068,-0.8682431421244592,-0.6137319368491084,-0.9418686100230305
TRM1106,Sudeste,Marketplace,Médio,Doméstico,65,35,14,399.03,2,6399.65,6.9,8.1,4,8,1,0,0,0,1,0,0,0,Não,0,0,6399.65,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,457.11785714285713,2,0,1.4563773421536337,-0.8033941791878714,0.1655473144356696,-0.11639368184155517,-1.6316878737018699,-0.10464884720543069,-0.44560951181242336,0.52949017935206,0.18235023403570624,0.36945576666885666,0.4754664825919659,-0.05412892753161812,-1.6316878737018699
TRM1107,Sul,Distribuidor,Pequeno,Doméstico,64,74,6,220.14,7,1950.54,8.45,10.0,4,9,1,1,1,1,1,0,1,1,Não,1,0,1950.54,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,325.09,7,0,1.4063894729840039,0.08266379089751219,-0.6784193866089208,-0.6412787493914256,1.817408444692327,-0.684798918845682,-0.07934266853196964,1.9464357297308144,0.18235023403570624,0.5330988660451816,-0.8682431421244592,-0.4495176619280052,1.817408444692327
TRM1108,Sul,E-commerce,Médio,Doméstico,49,58,11,422.95,4,5774.74,8.6,6.7,0,0,1,1,1,0,0,0,1,0,Não,0,0,5774.74,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,524.9763636363637,4,0,0.656571435439559,-0.28084717118879904,-0.15094019845605175,-0.046209485878712576,-0.252049346344191,-0.18613516273116715,-0.043897490149990136,-0.5145749630322847,-1.7332481841171674,-0.9396890283417427,0.4754664825919659,0.1490894657765862,-0.252049346344191
TRM1109,Centro-Oeste,Atacado,Médio,Profissional/Food Service,43,97,14,556.41,2,7296.24,5.2,7.0,4,0,0,0,1,0,0,0,1,0,Não,0,0,7296.24,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,521.16,2,0,0.35664422042178096,0.6052107988965846,0.1655473144356696,0.3453784235360435,-1.6316878737018699,0.01226369321994271,-0.8473215334748568,-0.2908467182356394,0.18235023403570624,-0.9396890283417427,0.4754664825919659,0.13766045964990553,-1.6316878737018699
TRM1110,Sudeste,Marketplace,Grande,Doméstico,21,128,31,961.96,5,22650.383749999997,14.8,6.0,7,11,1,0,1,1,0,0,1,1,Sim,0,0,34488.52,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,730.6575403225805,5,1,-0.7430889013100717,1.3095132879388125,1.9589765541554243,1.5353115620281337,0.4377699173346484,2.014396163879741,1.421169882971826,-1.0366075342244574,1.6190490476503614,0.8603850647978315,1.819176107308391,0.7650505356523816,0.4377699173346484
TRM1111,Sul,Varejo Físico,Médio,Corporativo,44,11,17,694.1,6,15002.32,13.8,8.1,3,0,0,1,0,1,1,1,1,1,Não,0,0,15002.32,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,882.4894117647059,6,0,0.4066320895914107,-1.3486606223173383,0.482034827327391,0.7493776686081084,1.1275891810134877,1.0171124976022816,1.18486869375863,0.52949017935206,-0.2965493705025122,-0.9396890283417427,0.4754664825919659,1.219747088256278,1.1275891810134877
TRM1112,Sudeste,E-commerce,Pequeno,Doméstico,14,138,4,157.79,4,791.22,2.7,4.3,3,0,0,1,0,1,1,0,1,0,Sim,0,0,791.22,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,197.805,4,1,-1.0930039854974793,1.536707639242757,-0.8894110618700684,-0.8242212501557749,-0.252049346344191,-0.8359706320768622,-1.438074506507847,-2.304400921405448,-0.2965493705025122,-0.9396890283417427,-0.8682431421244592,-0.8307027856340508,-0.252049346344191
TRM1113,Sudeste,E-commerce,Pequeno,Doméstico,33,49,7,148.12,6,1345.59,3.5,8.5,2,10,1,1,1,1,1,0,0,1,Não,0,0,1345.59,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,192.22714285714284,6,0,-0.14323447127451566,-0.4853220873623491,-0.572923548978347,-0.8525942089752016,1.1275891810134877,-0.7636825126068544,-1.2490335551372902,0.8277945057475875,-0.7754489750407306,0.6967419654215066,-0.8682431421244592,-0.8474070018811707,1.1275891810134877
TRM1114,Sul,Varejo Físico,Pequeno,Profissional/Food Service,18,179,7,204.31,3,1747.47,6.1,6.6,4,0,1,0,1,0,0,0,1,0,Sim,0,0,1747.47,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,249.63857142857142,3,0,-0.8930525088189606,2.4682044795889295,-0.572923548978347,-0.6877258991444272,-0.9418686100230305,-0.711278613671835,-0.6346504631829805,-0.5891510446311669,0.18235023403570624,-0.9396890283417427,-0.8682431421244592,-0.6754748613921828,-0.9418686100230305
TRM1115,Norte,Varejo Físico,Pequeno,Corporativo,44,31,4,273.23,7,1642.77,6.3,7.5,3,9,1,0,1,1,1,1,1,1,Não,0,1,1642.77,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,410.6925,7,0,0.4066320895914107,-0.8942719197094492,-0.8894110618700684,-0.48550621746553463,1.817408444692327,-0.7249311672164168,-0.5873902253403411,0.08203368975876955,-0.2965493705025122,0.5330988660451816,-0.8682431421244592,-0.1931606713003053,1.817408444692327
TRM1116,Nordeste,Atacado,Médio,Doméstico,73,8,14,403.31,5,7673.14,16.0,7.3,5,16,1,1,1,0,0,1,1,0,Não,0,0,7673.14,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,548.0814285714285,5,0,1.856280295510671,-1.4168189277085215,0.1655473144356696,-0.10383564008900634,0.4377699173346484,0.0614102780427974,1.7047313100276613,-0.06711847343899417,0.6612498385739246,1.6786005616794561,0.4754664825919659,0.21828306310155715,0.4377699173346484
TRM1117,Nordeste,E-commerce,Médio,Doméstico,16,91,20,473.7,3,11634.23,12.0,5.8,9,5,1,0,0,0,0,0,1,1,Sim,0,0,11634.23,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,581.7115,3,1,-0.9930282471582199,0.46889418811421785,0.7985223402191124,0.10269720078994374,-0.9418686100230305,0.5779240633332224,0.7595265531748767,-1.185759697422221,2.576848256726798,-0.12147353146011812,0.4754664825919659,0.3189962888370575,-0.9418686100230305
TRM1118,Sudeste,E-commerce,Médio,Doméstico,22,87,19,518.64,4,10663.26,11.8,8.0,3,13,1,1,1,0,0,0,1,0,Não,0,0,10663.26,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,561.2242105263158,4,0,-0.6931010321404419,0.37801644759264,0.6930265025885386,0.2345566391917056,-0.252049346344191,0.45131260282527036,0.7122663153322377,0.45491409775317854,-0.2965493705025122,1.1876712635504814,0.4754664825919659,0.2576422410511606,-0.252049346344191
TRM1119,Sudeste,Distribuidor,Grande,Doméstico,33,22,28,783.13,2,22650.383749999997,11.9,5.9,5,6,1,1,0,0,0,0,0,0,Não,0,0,24140.74,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,808.9422767857142,2,1,-0.14323447127451566,-1.0987468358829993,1.6424890412637028,1.010602541792551,-1.6316878737018699,2.014396163879741,0.7358964342535572,-1.1111836158233388,0.6612498385739246,0.0421695679162068,1.819176107308391,0.9994927476411845,-1.6316878737018699
TRM1120,Sudeste,E-commerce,Médio,Doméstico,8,24,17,364.51,6,7664.15,8.45,8.5,1,18,1,1,1,0,1,1,1,0,Não,1,0,7664.15,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,450.83235294117645,6,0,-1.3929312005152572,-1.0533079656222104,0.482034827327391,-0.21767956999528942,1.1275891810134877,0.06023801007368757,-0.07934266853196964,0.8277945057475875,-1.254348579578949,2.005886760432106,0.4754664825919659,-0.07295236074584226,1.1275891810134877
TRM1121,Sudeste,Atacado,Médio,Doméstico,10,102,11,311.42,5,3687.38,2.2,9.7,1,0,1,1,1,0,1,0,1,0,Não,0,0,3687.38,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,335.21636363636367,5,0,-1.292955462175998,0.7188079745485568,-0.15094019845605175,-0.3734521019211803,0.4377699173346484,-0.45832039832637494,-1.5562251011144452,1.7227074849341684,-1.254348579578949,-0.9396890283417427,0.4754664825919659,-0.419191864108783,0.4377699173346484
TRM1122,Sul,Marketplace,Pequeno,Doméstico,71,76,2,245.78,1,480.26,11.1,8.8,3,5,0,1,0,0,0,0,0,0,Não,0,0,480.26,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,240.13,1,0,1.7563045571714115,0.1281026611583011,-1.100402737131216,-0.5660478637523252,-2.3215071373807095,-0.8765188465011521,0.5468554828830001,1.0515227505442335,-0.2965493705025122,-0.12147353146011812,-0.8682431421244592,-0.7039505339087226,-2.3215071373807095
TRM1123,Sudeste,E-commerce,Pequeno,Doméstico,38,45,5,189.87,3,1175.96,10.0,5.4,3,10,0,1,1,0,0,0,1,0,Não,0,0,1175.96,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,235.192,3,1,0.10670487457363266,-0.5761998278839269,-0.7839152242394946,-0.7300946194497552,-0.9418686100230305,-0.7858017356991889,0.28692417474848453,-1.4840640238177478,-0.2965493705025122,0.6967419654215066,-0.8682431421244592,-0.7187385461714437,-0.9418686100230305
TRM1124,Sul,E-commerce,Médio,Corporativo,21,82,13,666.27,6,11675.0,13.1,6.6,7,3,1,0,1,1,1,1,0,1,Não,0,0,11675.0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,898.0769230769231,6,0,-0.7430889013100717,0.2644192719406678,0.06005147680509582,0.6677210559974934,1.1275891810134877,0.5832403442120438,1.0194578613093923,-0.5891510446311669,1.6190490476503614,-0.448759730212768,0.4754664825919659,1.266427588140922,1.1275891810134877
TRM1125,Sudeste,Atacado,Grande,Profissional/Food Service,31,71,23,958.32,5,22650.383749999997,12.2,7.9,1,14,1,1,1,0,1,0,1,0,Não,0,0,31743.23,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,984.7992934782608,5,0,-0.24321020961377499,0.014505485506328835,1.1150098531108337,1.5246313582946578,0.4377699173346484,2.014396163879741,0.8067867910175158,0.38033801615429697,-1.254348579578949,1.3513143629268063,1.819176107308391,1.5261382963116839,0.4377699173346484
TRM1126,Sudeste,Distribuidor,Pequeno,Doméstico,23,26,5,179.96,4,1076.82,7.4,7.5,5,2,0,1,1,0,0,1,1,0,Não,0,0,1076.82,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,215.36399999999998,4,0,-0.6431131629708123,-1.0078690953614216,-0.7839152242394946,-0.7591717675263341,-0.252049346344191,-0.7987292825798941,-0.3274589172058253,0.08203368975876955,0.6612498385739246,-0.6124028295890929,-0.8682431421244592,-0.7781181952490529,-0.252049346344191
TRM1127,Sul,Atacado,Médio,Doméstico,33,108,15,458.5,2,8717.74,8.7,4.9,6,22,0,1,0,0,0,0,1,0,Sim,0,0,8717.74,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,581.1826666666667,2,1,-0.14323447127451566,0.8551245853309235,0.2710431520662434,0.058098547836966906,-1.6316878737018699,0.19762286097183404,-0.02026737122867061,-1.8569444318121568,1.140149443112143,2.660459157937406,0.4754664825919659,0.31741257198443124,-1.6316878737018699
TRM1128,Sul,Varejo Físico,Médio,Doméstico,24,94,11,400.89,4,5277.45,11.6,7.5,3,22,0,1,1,1,1,0,0,0,Sim,0,0,5277.45,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,479.7681818181818,4,0,-0.5931252938011826,0.5370524935054012,-0.15094019845605175,-0.11093621509862507,-0.252049346344191,-0.25098022817706095,0.6650060774895982,0.08203368975876955,-0.2965493705025122,2.660459157937406,0.4754664825919659,0.013702842224014767,-0.252049346344191
TRM1129,Sudeste,Marketplace,Pequeno,Doméstico,29,59,5,214.85,3,1205.32,2.1,7.2,5,7,0,1,1,0,1,0,0,0,Não,0,0,1205.32,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,241.064,3,0,-0.3431859479530343,-0.25812773605840456,-0.7839152242394946,-0.6568002542678235,-0.9418686100230305,-0.7819732832438983,-1.579855220035765,-0.1416945550378757,0.6612498385739246,0.20581266729253173,-0.8682431421244592,-0.7011534493697633,-0.9418686100230305
TRM1130,Sul,Distribuidor,Pequeno,Profissional/Food Service,46,102,4,299.9,4,1270.65,10.9,9.4,2,9,1,0,1,0,0,1,1,0,Não,0,0,1270.65,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,317.6625,4,0,0.5066078279306699,0.7188079745485568,-0.8894110618700684,-0.40725318626448914,-0.252049346344191,-0.7734544549433489,0.4995952450403611,1.498979240137524,-0.7754489750407306,0.5330988660451816,-0.8682431421244592,-0.47176107243455845,-0.252049346344191
TRM1131,Centro-Oeste,Varejo Físico,Grande,Corporativo,45,194,32,1263.05,5,22650.383749999997,12.9,6.0,4,15,0,1,1,1,0,0,1,1,Sim,0,0,54570.54,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,707.8244921874999,5,1,0.45661995876104033,2.8089960065448465,2.064472391785998,2.4187463263446998,0.4377699173346484,2.014396163879741,0.9721976234667533,-1.0366075342244574,0.18235023403570624,1.5149574623031312,1.819176107308391,0.6966715571556474,0.4377699173346484
TRM1132,Sudeste,Distribuidor,Médio,Corporativo,69,24,14,552.73,7,10101.23,3.8,9.4,3,0,0,1,1,1,1,1,1,1,Não,0,0,10101.23,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,721.5164285714285,7,0,1.6563288188321523,-1.0533079656222104,0.1655473144356696,0.3345808549263755,1.817408444692327,0.3780256432392024,-1.1781431983733315,1.498979240137524,-0.2965493705025122,-0.9396890283417427,0.4754664825919659,0.7376753082990117,1.817408444692327
TRM1133,Sudeste,Distribuidor,Pequeno,Corporativo,39,47,4,241.56,3,1026.17,0.0,5.7,2,0,0,0,0,1,0,1,0,1,Não,0,0,1026.17,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,256.5425,3,1,0.15669274374326234,-0.530760957623138,-0.8894110618700684,-0.5784298581905858,-0.9418686100230305,-0.8053338846527982,-2.076087717383477,-1.2603357790211025,-0.7754489750407306,-0.9396890283417427,-0.8682431421244592,-0.6547994097163553,-0.9418686100230305
TRM1134,Sudeste,Varejo Físico,Grande,Corporativo,32,49,29,1699.66,6,22650.383749999997,12.5,6.3,6,15,0,1,1,1,1,1,0,1,Não,0,0,70644.99,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,781.0477155172413,6,0,-0.19322234044414532,-0.4853220873623491,1.7479848788942767,3.699813291199913,1.1275891810134877,2.014396163879741,0.8776771477814748,-0.8128792894278121,1.140149443112143,1.5149574623031312,1.819176107308391,0.9159558675072432,1.1275891810134877
TRM1135,Sul,E-commerce,Pequeno,Corporativo,75,101,6,303.77,1,1991.5,13.8,7.6,3,7,0,0,0,0,0,1,0,0,Não,0,0,1991.5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,331.9166666666667,1,0,1.9562560338499302,0.6960885394181624,-0.6784193866089208,-0.39589813449290884,-2.3215071373807095,-0.6794578625592821,1.18486869375863,0.15660977135765108,-0.2965493705025122,0.20581266729253173,-0.8682431421244592,-0.4290735893520277,-2.3215071373807095
TRM1136,Centro-Oeste,Marketplace,Grande,Doméstico,27,35,39,926.82,5,22650.383749999997,19.7,9.0,4,3,1,1,1,0,1,0,1,0,Sim,0,0,48880.19,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,580.7790705128205,5,0,-0.44316168629229363,-0.8033941791878714,2.802943255200015,1.4322065182934227,0.4377699173346484,2.014396163879741,2.5790457101164868,1.2006749137419965,0.18235023403570624,-0.448759730212768,1.819176107308391,0.31620390757125477,0.4377699173346484
TRM1137,Sudeste,Varejo Físico,Pequeno,Doméstico,5,97,5,181.18,3,985.21,9.4,5.6,5,5,0,0,1,0,1,0,1,0,Não,0,0,985.21,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,197.042,3,1,-1.5428948080241462,0.6052107988965846,-0.7839152242394946,-0.7555921388024768,-0.9418686100230305,-0.8106749409391981,0.14514346122056693,-1.3349118606199848,0.6612498385739246,-0.12147353146011812,-0.8682431421244592,-0.8329877701128795,-0.9418686100230305
TRM1138,Nordeste,E-commerce,Médio,Doméstico,50,38,13,358.27,5,5751.76,15.8,7.6,3,0,1,1,1,0,1,1,0,0,Não,0,0,5751.76,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,442.44307692307694,5,0,0.7065593046091886,-0.7352358737966881,0.06005147680509582,-0.2359884906812484,0.4377699173346484,-0.18913168307934752,1.657471072185022,0.15660977135765108,-0.2965493705025122,-0.9396890283417427,0.4754664825919659,-0.09807603766585186,0.4377699173346484
TRM1139,Sul,E-commerce,Pequeno,Profissional/Food Service,37,21,6,253.84,3,1697.64,7.8,5.7,2,3,0,1,0,1,0,0,0,1,Não,0,0,1697.64,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,282.94,3,1,0.056717005404003,-1.1214662710133938,-0.6784193866089208,-0.5423988411996282,-0.9418686100230305,-0.7177762903015056,-0.232938441520547,-1.2603357790211025,-0.7754489750407306,-0.448759730212768,-0.8682431421244592,-0.5757458346444275,-0.9418686100230305
TRM1140,Sudeste,E-commerce,Pequeno,Doméstico,31,61,6,167.69,3,1197.42,11.8,7.0,4,0,1,0,0,0,1,0,1,0,Não,0,0,1197.42,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,199.57000000000002,3,0,-0.24321020961377499,-0.21268886579761567,-0.6784193866089208,-0.7951734432982438,-0.9418686100230305,-0.7830034186116365,0.7122663153322377,-0.2908467182356394,0.18235023403570624,-0.9396890283417427,-0.8682431421244592,-0.8254170744870879,-0.9418686100230305
TRM1141,Sudeste,Atacado,Grande,Profissional/Food Service,51,38,30,1143.03,7,22650.383749999997,11.2,8.9,2,12,1,1,1,1,1,0,1,1,Sim,0,0,52431.74,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,755.0127916666665,7,0,0.7565471737788183,-0.7352358737966881,1.8534807165248506,2.0665930153304704,1.817408444692327,2.014396163879741,0.5704856018043197,1.126098832143115,-0.7754489750407306,1.0240281641741564,1.819176107308391,0.8379881127155646,1.817408444692327
TRM1142,Centro-Oeste,Marketplace,Pequeno,Profissional/Food Service,24,66,5,244.72,5,1561.95,5.9,6.8,6,13,1,1,1,0,1,0,1,0,Sim,0,0,1561.95,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,312.39,5,0,-0.5931252938011826,-0.09909169014564342,-0.7839152242394946,-0.5691580329714143,0.4377699173346484,-0.7354698432190253,-0.6819107010256195,-0.43999888143340316,1.140149443112143,1.1876712635504814,-0.8682431421244592,-0.4875508242885879,0.4377699173346484
TRM1143,Sudeste,Varejo Físico,Pequeno,Doméstico,5,78,5,173.91,3,1127.76,5.3,6.7,6,10,1,0,0,0,0,1,1,0,Não,0,0,1127.76,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,225.552,3,0,-1.5428948080241462,0.17354153141908998,-0.7839152242394946,-0.776923205050381,-0.9418686100230305,-0.7920868654112121,-0.8236914145535373,-0.5145749630322847,1.140149443112143,0.6967419654215066,-0.8682431421244592,-0.7476078127191618,-0.9418686100230305
TRM1144,Sudeste,Atacado,Pequeno,Doméstico,51,12,5,172.39,4,1090.1,0.0,7.5,3,8,1,1,1,0,0,0,1,0,Não,0,1,1090.1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,218.01999999999998,4,0,0.7565471737788183,-1.3259411871869438,-0.7839152242394946,-0.7813830703456787,-0.252049346344191,-0.7969976119870378,-2.076087717383477,0.08203368975876955,-0.2965493705025122,0.36945576666885666,-0.8682431421244592,-0.7701641732624618,-0.252049346344191
TRM1145,Sul,Marketplace,Médio,Doméstico,20,41,13,420.8,5,6655.88,13.1,6.7,5,0,0,1,1,0,1,0,1,1,Sim,0,0,6655.88,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,511.9907692307692,5,0,-0.7930767704797013,-0.6670775684055047,0.06005147680509582,-0.0525178479740349,0.4377699173346484,-0.071237254132573,1.0194578613093923,-0.5145749630322847,0.6612498385739246,-0.9396890283417427,0.4754664825919659,0.11020102322724376,0.4377699173346484
TRM1146,Sudeste,Varejo Físico,Médio,Doméstico,16,61,17,480.13,2,9225.54,5.4,9.4,0,10,0,1,1,0,0,0,0,0,Não,0,0,9225.54,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,542.6788235294118,2,0,-0.9930282471582199,-0.21268886579761567,0.482034827327391,0.12156360463781489,-1.6316878737018699,0.26383839764746586,-0.8000612956322175,1.498979240137524,-1.7332481841171674,0.6967419654215066,0.4754664825919659,0.20210368083910635,-1.6316878737018699
TRM1147,Sudeste,Marketplace,Grande,Corporativo,6,103,21,1706.55,6,22650.383749999997,9.8,7.2,3,10,0,1,1,1,0,1,1,1,Não,0,0,52947.03,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1078.5897023809523,6,0,-1.4929069388545166,0.7415274096789513,0.9040181778496862,3.720029391123992,1.1275891810134877,2.014396163879741,0.23966393690584545,-0.1416945550378757,-0.2965493705025122,0.6967419654215066,1.819176107308391,1.8070159222692836,1.1275891810134877
TRM1148,Sudeste,Varejo Físico,Pequeno,Profissional/Food Service,49,94,11,243.97,6,4046.5,3.3,7.5,1,15,1,1,1,0,1,0,1,1,Sim,0,1,4046.5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,367.8636363636364,6,0,0.656571435439559,0.5370524935054012,-0.15094019845605175,-0.5713586244000152,1.1275891810134877,-0.4114922700653414,-1.2962937929799296,0.08203368975876955,-1.254348579578949,1.5149574623031312,-0.8682431421244592,-0.32142186219802793,1.1275891810134877
TRM1149,Sul,Atacado,Pequeno,Profissional/Food Service,3,28,5,251.03,7,1869.09,7.2,7.5,1,22,1,1,1,1,1,0,1,1,Não,0,0,1869.09,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,373.818,7,0,-1.6428705463634057,-0.9624302251006326,-0.7839152242394946,-0.5506437237521193,1.817408444692327,-0.6954197448839454,-0.3747191550484646,0.08203368975876955,-1.254348579578949,2.660459157937406,-0.8682431421244592,-0.3035901079511171,1.817408444692327
TRM1150,Nordeste,Distribuidor,Pequeno,Doméstico,62,51,1,173.52,6,226.04,15.1,5.5,8,0,1,1,1,0,1,0,1,1,Não,0,0,226.04,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,226.04,6,1,1.3064137346447446,-0.4398832171015602,-1.2058985747617896,-0.7780675125932534,1.1275891810134877,-0.9096683418412055,1.4920602397357847,-1.4094879422188664,2.0979486521885797,-0.9396890283417427,-0.8682431421244592,-0.7461463809686134,1.1275891810134877
TRM1151,Norte,Distribuidor,Médio,Doméstico,25,81,12,366.49,3,4840.24,16.4,5.7,4,2,1,0,1,0,0,1,0,0,Sim,0,0,4840.24,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,403.3533333333333,3,1,-0.543137424631553,0.24169983681027335,-0.04544436082547797,-0.21187000862378316,-0.9418686100230305,-0.3079910489528643,1.7992517857129393,-1.2603357790211025,0.18235023403570624,-0.6124028295890929,0.4754664825919659,-0.21513954668807786,-0.9418686100230305
TRM1152,Sul,Varejo Físico,Grande,Doméstico,50,48,34,1061.83,4,22650.383749999997,6.4,9.2,3,0,1,1,1,1,0,0,0,0,Não,0,0,44563.89,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,666.187757352941,4,0,0.7065593046091886,-0.5080415224927435,2.2754640670471455,1.8283423166606203,-0.252049346344191,2.014396163879741,-0.5637601064190214,1.3498270769397596,-0.2965493705025122,-0.9396890283417427,1.819176107308391,0.5719804787204261,-0.252049346344191
TRM1153,Sudeste,Atacado,Médio,Profissional/Food Service,40,31,11,537.95,6,8722.87,6.6,7.6,3,6,1,1,1,0,1,1,1,0,Não,0,0,8722.87,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,792.9881818181819,6,0,0.206680612912892,-0.8942719197094492,-0.15094019845605175,0.2912145331734152,1.1275891810134877,0.1982917969764541,-0.5164998685763824,0.15660977135765108,-0.2965493705025122,0.0421695679162068,0.4754664825919659,0.951714426049349,1.1275891810134877
TRM1154,Sul,Varejo Físico,Médio,Profissional/Food Service,83,56,17,417.45,5,9105.21,3.9,9.9,2,5,1,1,0,1,1,0,1,0,Não,0,0,9105.21,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,535.600588235294,5,0,2.3561589872069675,-0.32628604144958795,0.482034827327391,-0.062347156355118685,0.4377699173346484,0.24814774083734598,-1.1545130794520118,1.871859648131933,-0.7754489750407306,-0.12147353146011812,0.4754664825919659,0.18090622633772133,0.4377699173346484
